"Var1"	"Var2"	"passage"	"total_unique"	"shared"	"pct_shared"	"expected_pct_shared"	"p.val"	"CI_lower"	"CI_upper"
"69"	"MT-2_2"	"MT-2_1"	50	6	1	0.166666666666667	0.00316350316350316	6.69242439244044e-13	0.00175219689794983	0.0045748094290565
"70"	"MT-2_2"	"MT-2_2"	50	3	3	1	0.0699300699300699	4.37650582441051e-10	0.0606854298292756	0.0791747100308642
"71"	"MT-2_2"	"MT-4_1"	50	3	1	0.333333333333333	0.0126540126540127	4.86456265269553e-07	0.00870104133989349	0.0166069839681318
"72"	"MT-2_2"	"MT-4_2"	50	3	1	0.333333333333333	0.00732600732600733	2.60198529389299e-11	0.00429336349749763	0.010358651154517
"73"	"MT-4_1"	"MT-2_1"	50	5	0	0	0	NA	NA	NA
"74"	"MT-4_1"	"MT-2_2"	50	3	1	0.333333333333333	0.014985014985015	4.08781772121003e-06	0.0106989976431871	0.0192710323268428
"75"	"MT-4_1"	"MT-4_1"	50	1	1	1	0.251748251748252	0.0848610332335171	0.224815473529099	0.278681029967405
"76"	"MT-4_1"	"MT-4_2"	50	1	1	1	0.0809190809190809	0.000755830461269813	0.0639961181599796	0.0978420436781822
"77"	"MT-4_2"	"MT-2_1"	50	5	0	0	0	NA	NA	NA
"78"	"MT-4_2"	"MT-2_2"	50	3	1	0.333333333333333	0.00899100899100899	1.93503213452573e-09	0.00563996536788506	0.0123420526141329
"79"	"MT-4_2"	"MT-4_1"	50	1	1	1	0.0809190809190809	0.000755830461269813	0.0639961181599796	0.0978420436781822
"80"	"MT-4_2"	"MT-4_2"	50	1	1	1	0.32967032967033	0.154088549666695	0.300498866982952	0.358841792357707
"81"	"MT-2_1"	"MT-2_1"	60	5	5	1	0.0999000999000999	4.33231228669229e-12	0.0918394193392242	0.107960780460976
"82"	"MT-2_1"	"MT-2_2"	60	7	2	0.285714285714286	0.00513771942343371	0	0.00348706240557012	0.0067883764412973
"83"	"MT-2_1"	"MT-4_1"	60	7	0	0	0	NA	NA	NA
"84"	"MT-2_1"	"MT-4_2"	60	6	0	0	0	NA	NA	NA
"85"	"MT-2_2"	"MT-2_1"	60	7	2	0.285714285714286	0.00528043385186242	0	0.00360787536015454	0.0069529923435703
"86"	"MT-2_2"	"MT-2_2"	60	4	4	1	0.104395604395604	3.39390737735812e-10	0.095549755274374	0.113241453516835
"87"	"MT-2_2"	"MT-4_1"	60	5	1	0.2	0.00639360639360639	3.79595681554434e-08	0.00421033940118185	0.00857687338603094
"88"	"MT-2_2"	"MT-4_2"	60	4	1	0.25	0.003996003996004	4.44089209850063e-15	0.00205038368723192	0.00594162430477607
"89"	"MT-4_1"	"MT-2_1"	60	7	0	0	0.000428143285286142	0.956298025635885	-5.643933460006e-05	0.000912725905172345
"90"	"MT-4_1"	"MT-2_2"	60	5	1	0.2	0.00619380619380619	2.25790874885945e-08	0.00404381497895738	0.008343797408655
"91"	"MT-4_1"	"MT-4_1"	60	2	2	1	0.14035964035964	0.000202781283617171	0.126009587916926	0.154709692802355
"92"	"MT-4_1"	"MT-4_2"	60	2	1	0.5	0.0314685314685315	0.000114935381983594	0.0239335589296557	0.0390035040074072
"93"	"MT-4_2"	"MT-2_1"	60	6	0	0	0	NA	NA	NA
"94"	"MT-4_2"	"MT-2_2"	60	4	1	0.25	0.00749250749250749	1.29799571091382e-08	0.0048473579690663	0.0101376570159487
"95"	"MT-4_2"	"MT-4_1"	60	2	1	0.5	0.031968031968032	0.000131093468089372	0.0243775428428905	0.0395585210931735
"96"	"MT-4_2"	"MT-4_2"	60	1	1	1	0.273726273726274	0.103508604066771	0.246057974587104	0.301394572865444
"97"	"MT-2_1"	"MT-2_1"	70	6	6	1	0.116550116550117	3.06643599401468e-13	0.109035203675609	0.124065029424624
"98"	"MT-2_1"	"MT-2_2"	70	10	2	0.2	0.00519480519480519	0	0.00379001910051049	0.0065995912890999
"99"	"MT-2_1"	"MT-4_1"	70	9	0	0	0.000555000555000555	0.943543301911741	6.89156466832965e-05	0.00104108546331781
"100"	"MT-2_1"	"MT-4_2"	70	7	0	0	0	NA	NA	NA
"101"	"MT-2_2"	"MT-2_1"	70	10	2	0.2	0.00559440559440559	0	0.00414158111958873	0.00704723006922246
"102"	"MT-2_2"	"MT-2_2"	70	6	6	1	0.0735930735930736	0	0.066951178625275	0.0802349685608722
"103"	"MT-2_2"	"MT-4_1"	70	7	2	0.285714285714286	0.003996003996004	0	0.00253423962764881	0.00545776836435918
"104"	"MT-2_2"	"MT-4_2"	70	6	1	0.166666666666667	0.0024975024975025	4.44089209850063e-16	0.00124097264135069	0.0037540323536543
"105"	"MT-4_1"	"MT-2_1"	70	9	0	0	0.000777000777000777	0.933154855991309	0.000202435100617966	0.00135156645338359
"106"	"MT-4_1"	"MT-2_2"	70	7	2	0.285714285714286	0.004995004995005	0	0.0033665921442628	0.00662341784574719
"107"	"MT-4_1"	"MT-4_1"	70	3	3	1	0.103563103563104	1.21832275379319e-07	0.0930541002439739	0.114072106882233
"108"	"MT-4_1"	"MT-4_2"	70	3	1	0.333333333333333	0.010989010989011	6.18669144802908e-08	0.0072957213345906	0.0146823006434314
"109"	"MT-4_2"	"MT-2_1"	70	7	0	0	0	NA	NA	NA
"110"	"MT-4_2"	"MT-2_2"	70	6	1	0.166666666666667	0.001998001998002	0	0.000872419078721308	0.00312358491728269
"111"	"MT-4_2"	"MT-4_1"	70	3	1	0.333333333333333	0.010989010989011	6.18669144802908e-08	0.0072957213345906	0.0146823006434314
"112"	"MT-4_2"	"MT-4_2"	70	1	1	1	0.161838161838162	0.022929495986733	0.138983307206395	0.184693016469929
"113"	"MT-2_1"	"MT-2_1"	80	6	6	1	0.108558108558109	4.72955008490317e-14	0.101224323943974	0.115891893172244
"114"	"MT-2_1"	"MT-2_2"	80	10	1	0.1	0.0030969030969031	2.25790874885945e-08	0.00202190748947869	0.0041718987043275
"115"	"MT-2_1"	"MT-4_1"	80	9	0	0	0.00144300144300144	0.908722106002926	0.000662367170036274	0.00222363571596661
"116"	"MT-2_1"	"MT-4_2"	80	7	0	0	0	NA	NA	NA
"117"	"MT-2_2"	"MT-2_1"	80	10	1	0.1	0.0028971028971029	7.1861607775503e-09	0.00185629133742425	0.00393791445678154
"118"	"MT-2_2"	"MT-2_2"	80	5	5	1	0.0453546453546454	0	0.0397860103007206	0.0509232804085702
"119"	"MT-2_2"	"MT-4_1"	80	6	2	0.333333333333333	0.003996003996004	0	0.00241387595469162	0.00557813203731637
"120"	"MT-2_2"	"MT-4_2"	80	5	1	0.2	0.001998001998002	0	0.000763741588875819	0.00323226240712818
"121"	"MT-4_1"	"MT-2_1"	80	9	0	0	0.00111000111000111	0.920024490104897	0.000424300882708788	0.00179570133729343
"122"	"MT-4_1"	"MT-2_2"	80	6	2	0.333333333333333	0.00516150516150516	0	0.00336984581579782	0.0069531645072125
"123"	"MT-4_1"	"MT-4_1"	80	3	3	1	0.0709290709290709	3.63558516625062e-10	0.0617370059140074	0.0801211359441344
"124"	"MT-4_1"	"MT-4_2"	80	3	1	0.333333333333333	0.0176490176490176	2.36654182956819e-05	0.0130171000542421	0.0222809352437932
"125"	"MT-4_2"	"MT-2_1"	80	7	0	0	0	NA	NA	NA
"126"	"MT-4_2"	"MT-2_2"	80	5	1	0.2	0.001998001998002	0	0.000763741588875819	0.00323226240712818
"127"	"MT-4_2"	"MT-4_1"	80	3	1	0.333333333333333	0.0156510156510157	6.69803743891251e-06	0.0112753730976403	0.020026658204391
"128"	"MT-4_2"	"MT-4_2"	80	1	1	1	0.138861138861139	0.0128094091625086	0.117402557424293	0.160319720297985
"129"	"MT-2_1"	"MT-2_1"	90	6	6	1	0.0762570762570763	0	0.069814332752794	0.0826998197613585
