"Var1"	"Var2"	"passage"	"total_unique"	"shared"	"pct_shared"	"expected_pct_shared"	"p.val"	"CI_lower"	"CI_upper"
"130"	"MT-2_1"	"MT-2_2"	"90"	"21"	"3"	"0.142857142857143"	"0.00461443318586176"	"0"	"0.00367300883481223"	"0.00555585753691129"
"131"	"MT-2_1"	"MT-4_1"	"90"	"18"	"1"	"0.0555555555555556"	"0.00210900210900211"	"4.86456265269553e-07"	"0.00145017355664892"	"0.0027678306613553"
"132"	"MT-2_1"	"MT-4_2"	"90"	"15"	"3"	"0.2"	"0.00126540126540127"	"0"	"0.000700878759179932"	"0.0018299237716226"
"133"	"MT-2_2"	"MT-2_1"	"90"	"21"	"3"	"0.142857142857143"	"0.00470957613814757"	"0"	"0.00378872274868805"	"0.00563042952760709"
"134"	"MT-2_2"	"MT-2_2"	"90"	"10"	"10"	"1"	"0.0438561438561439"	"0"	"0.0400505443418134"	"0.0476617433704743"
"135"	"MT-2_2"	"MT-4_1"	"90"	"12"	"3"	"0.25"	"0.00216450216450216"	"0"	"0.00131011783652793"	"0.00301888649247639"
"136"	"MT-2_2"	"MT-4_2"	"90"	"12"	"2"	"0.166666666666667"	"0.000832500832500833"	"0"	"0.000318225662031591"	"0.00134677600297007"
"137"	"MT-4_1"	"MT-2_1"	"90"	"18"	"1"	"0.0555555555555556"	"0.00205350205350205"	"3.36496955188892e-07"	"0.0014030626400601"	"0.00270394146694401"
"138"	"MT-4_1"	"MT-2_2"	"90"	"12"	"3"	"0.25"	"0.00158175158175158"	"0"	"0.000876098448974915"	"0.00228740471452825"
"139"	"MT-4_1"	"MT-4_1"	"90"	"5"	"5"	"1"	"0.0277722277722278"	"0"	"0.0232026695391898"	"0.0323417860052657"
"140"	"MT-4_1"	"MT-4_2"	"90"	"7"	"2"	"0.285714285714286"	"0.00214071642643071"	"0"	"0.00106369083544345"	"0.00321774201741797"
"141"	"MT-4_2"	"MT-2_1"	"90"	"15"	"3"	"0.2"	"0.00153180153180153"	"0"	"0.000884962373614006"	"0.00217864068998906"
"142"	"MT-4_2"	"MT-2_2"	"90"	"12"	"2"	"0.166666666666667"	"0.00158175158175158"	"0"	"0.000876098448974915"	"0.00228740471452825"
"143"	"MT-4_2"	"MT-4_1"	"90"	"7"	"2"	"0.285714285714286"	"0.00256885971171685"	"0"	"0.00139083351836693"	"0.00374688590506678"
"144"	"MT-4_2"	"MT-4_2"	"90"	"4"	"4"	"1"	"0.0217282717282717"	"0"	"0.0171431747583422"	"0.0263133686982013"
