project,organism,organism_subtype,sample_source,full_sample_name,virus_line_no,cell_line_no,exp_no,transfer_no,ngs_date,ngs_instrument,ngs_technology,sample_set_no,sample_date,amplicon,forward_name,reverse_name,extra_base_uuid,base_uuid,used,paired_sample,included
HIV_passaging,HIV-1,B,virus passaging supernatant,14MT2EXPIIIVP350seq18062021,14,2,III,350,18.06.2021,Illumina MiSeq 2,2x250bp,2,30.11.2020,HIV-1. Full-length,\\fs-group\INF_Forschungen\INF_FL_Labor\0_Karin_lab\NGS\ILLUMINA\20210618_VPIII_340_390_Cultures13_16/14MT2EXPIIIVP350seq18062021_S8_L001_R1_001.fastq.gz,\\fs-group\INF_Forschungen\INF_FL_Labor\0_Karin_lab\NGS\ILLUMINA\20210618_VPIII_340_390_Cultures13_16/14MT2EXPIIIVP350seq18062021_S8_L001_R2_001.fastq.gz,4469be15-9b88-4791-816d-97e0e5efb463,2d871285-6e33-4182-b401-65091b7ac55e,T,NA,TRUE
HIV_passaging,HIV-1,B,virus passaging supernatant,14MT2EXPIIIVP360seq18062021,14,2,III,360,18.06.2021,Illumina MiSeq 2,2x250bp,3,04.01.2021,HIV-1. Full-length,\\fs-group\INF_Forschungen\INF_FL_Labor\0_Karin_lab\NGS\ILLUMINA\20210618_VPIII_340_390_Cultures13_16/14MT2EXPIIIVP360seq18062021_S9_L001_R1_001.fastq.gz,\\fs-group\INF_Forschungen\INF_FL_Labor\0_Karin_lab\NGS\ILLUMINA\20210618_VPIII_340_390_Cultures13_16/14MT2EXPIIIVP360seq18062021_S9_L001_R2_001.fastq.gz,87ec23b0-8eb4-42b0-a21e-09b6284f0b2c,e19cce99-d206-4ac7-883b-43d4c3c88fd3,T,NA,TRUE
HIV_passaging,HIV-1,B,virus passaging supernatant,14MT2EXPIIIVP370seq18062021,14,2,III,370,18.06.2021,Illumina MiSeq 2,2x250bp,4,08.02.2021,HIV-1. Full-length,\\fs-group\INF_Forschungen\INF_FL_Labor\0_Karin_lab\NGS\ILLUMINA\20210618_VPIII_340_390_Cultures13_16/14MT2EXPIIIVP370seq18062021_S10_L001_R1_001.fastq.gz,\\fs-group\INF_Forschungen\INF_FL_Labor\0_Karin_lab\NGS\ILLUMINA\20210618_VPIII_340_390_Cultures13_16/14MT2EXPIIIVP370seq18062021_S10_L001_R2_001.fastq.gz,1cdb9d73-9b52-439a-83ec-7400241c2901,56a9a106-96a3-4bb4-a220-c64b989aaf5e,T,NA,TRUE
HIV_passaging,HIV-1,B,virus passaging supernatant,14MT2EXPIIIVP380seq18062021,14,2,III,380,18.06.2021,Illumina MiSeq 2,2x250bp,5,15.03.2021,HIV-1. Full-length,\\fs-group\INF_Forschungen\INF_FL_Labor\0_Karin_lab\NGS\ILLUMINA\20210618_VPIII_340_390_Cultures13_16/14MT2EXPIIIVP380seq18062021_S11_L001_R1_001.fastq.gz,\\fs-group\INF_Forschungen\INF_FL_Labor\0_Karin_lab\NGS\ILLUMINA\20210618_VPIII_340_390_Cultures13_16/14MT2EXPIIIVP380seq18062021_S11_L001_R2_001.fastq.gz,f6f9ea08-45ee-4de8-b60c-2959ed1b1a03,f2e24d9a-67b8-4f9d-8a0f-fd5ec470b12d,T,NA,TRUE
HIV_passaging,HIV-1,B,virus passaging supernatant,14MT2EXPIIIVP390seq18062021,14,2,III,390,18.06.2021,Illumina MiSeq 2,2x250bp,6,19.04.2021,HIV-1. Full-length,\\fs-group\INF_Forschungen\INF_FL_Labor\0_Karin_lab\NGS\ILLUMINA\20210618_VPIII_340_390_Cultures13_16/14MT2EXPIIIVP390seq18062021_S12_L001_R1_001.fastq.gz,\\fs-group\INF_Forschungen\INF_FL_Labor\0_Karin_lab\NGS\ILLUMINA\20210618_VPIII_340_390_Cultures13_16/14MT2EXPIIIVP390seq18062021_S12_L001_R2_001.fastq.gz,99d6e8f9-b7ec-4ff4-b7b5-b691ea7a5262,24c6f66f-d189-487b-b106-c1a23340f839,T,NA,TRUE
HIV_passaging,HIV-1,B,virus passaging supernatant,14MT2EXPIIIVP400seq03062022-KN,14,2,III,400,03.06.2022,Illumina MiSeq 2,2x250bp,1,25.05.2021,HIV-1. Full-length,\\fs-group\INF_Forschungen\INF_FL_Labor\0_Karin_lab\NGS\ILLUMINA\20220603_VPIII_IV_400_420_Cultures13_20/14MT2EXP3VP400seq03062022-KN_S4_L001_R1_001.fastq.gz,\\fs-group\INF_Forschungen\INF_FL_Labor\0_Karin_lab\NGS\ILLUMINA\20220603_VPIII_IV_400_420_Cultures13_20/14MT2EXP3VP400seq03062022-KN_S4_L001_R2_001.fastq.gz,a2357830-20c7-40b2-a65e-1b9faeac7b6e,32c39028-fc89-49fd-946f-98f2ca1799ed,T,NA,TRUE
HIV_passaging,HIV-1,B,virus passaging supernatant,14MT2EXPIIIVP410seq03062022-KN,14,2,III,410,03.06.2022,Illumina MiSeq 2,2x250bp,2,28.06.2021,HIV-1. Full-length,\\fs-group\INF_Forschungen\INF_FL_Labor\0_Karin_lab\NGS\ILLUMINA\20220603_VPIII_IV_400_420_Cultures13_20/14MT2EXP3VP410seq03062022-KN_S5_L001_R1_001.fastq.gz,\\fs-group\INF_Forschungen\INF_FL_Labor\0_Karin_lab\NGS\ILLUMINA\20220603_VPIII_IV_400_420_Cultures13_20/14MT2EXP3VP410seq03062022-KN_S5_L001_R2_001.fastq.gz,031b9038-3fcb-4f5d-b086-c42145fe1768,efda8ff8-157b-4cf7-8062-cbb4b1704e12,T,NA,TRUE
HIV_passaging,HIV-1,B,virus passaging supernatant,14MT2EXPIIIVP420seq03062022-KN,14,2,III,420,03.06.2022,Illumina MiSeq 2,2x250bp,3,02.08.2021,HIV-1. Full-length,\\fs-group\INF_Forschungen\INF_FL_Labor\0_Karin_lab\NGS\ILLUMINA\20220603_VPIII_IV_400_420_Cultures13_20/14MT2EXP3VP420seq03062022-KN_S6_L001_R1_001.fastq.gz,\\fs-group\INF_Forschungen\INF_FL_Labor\0_Karin_lab\NGS\ILLUMINA\20220603_VPIII_IV_400_420_Cultures13_20/14MT2EXP3VP420seq03062022-KN_S6_L001_R2_001.fastq.gz,727a5b64-a110-4a6b-91b1-ae29b6bc724c,ab7ffe9c-831b-47cc-ae7a-612dfefc0c92,T,NA,TRUE
HIV_passaging,HIV-1,B,virus passaging supernatant,14MT2EXPIIIVP430combinedseq08122022,14,2,III,430,08.12.2022,Illumina MiSeq 2,2x250bp,1,06.09.2021,HIV-1. Full-length_amplicon A,\\fs-group\INF_Forschungen\INF_FL_Labor\0_Karin_lab\NGS\ILLUMINA\20221208_VPIII_IV_repetitions/14MT2EXPIIIVP430seq08122022_S18_L001_R1_001.fastq.gz,\\fs-group\INF_Forschungen\INF_FL_Labor\0_Karin_lab\NGS\ILLUMINA\20221208_VPIII_IV_repetitions/14MT2EXPIIIVP430seq08122022_S18_L001_R2_001.fastq.gz,d24550e6-4758-46c6-b127-9317f16b6bfe,8ef78f1a-2a47-45cb-8de5-0d24172f5420,T/2,14MT2EXPIIIVP430seq20052022,TRUE
HIV_passaging,HIV-1,B,virus passaging supernatant,14MT2EXPIIIVP440seq08122022,14,2,III,440,08.12.2022,Illumina MiSeq 2,2x250bp,5,11.10.2021,HIV-1. Full-length,\\fs-group\INF_Forschungen\INF_FL_Labor\0_Karin_lab\NGS\ILLUMINA\20221208_VPIII_IV_repetitions/14MT2EXPIIIVP440seq08122022_S5_L001_R1_001.fastq.gz,\\fs-group\INF_Forschungen\INF_FL_Labor\0_Karin_lab\NGS\ILLUMINA\20221208_VPIII_IV_repetitions/14MT2EXPIIIVP440seq08122022_S5_L001_R2_001.fastq.gz,db191b89-1eee-4393-a929-be3f48791172,c452b5f1-844e-4e5d-909a-c6c8c1b7ae91,T,NA,TRUE
HIV_passaging,HIV-1,B,virus passaging supernatant,14MT2EXPIIIVP450seq20052022,14,2,III,450,20.05.2022,Illumina MiSeq 2,2x250bp,3,15.11.2021,HIV-1. Full-length,\\fs-group\INF_Forschungen\INF_FL_Labor\0_Karin_lab\NGS\ILLUMINA\20220520_VPIII_430_480_90_Cultures13_16/14MT2EXPIIIVP450seq20052022_S10_L001_R1_001.fastq.gz,\\fs-group\INF_Forschungen\INF_FL_Labor\0_Karin_lab\NGS\ILLUMINA\20220520_VPIII_430_480_90_Cultures13_16/14MT2EXPIIIVP450seq20052022_S10_L001_R2_001.fastq.gz,0f49d60e-df9b-42a8-b6f6-463fe640b612,5b15a654-f3cb-437a-b553-0bc4fca5f304,T,NA,TRUE
HIV_passaging,HIV-1,B,virus passaging supernatant,14MT2EXPIIIVP460seq20052022,14,2,III,460,20.05.2022,Illumina MiSeq 2,2x250bp,4,20.12.2021,HIV-1. Full-length,\\fs-group\INF_Forschungen\INF_FL_Labor\0_Karin_lab\NGS\ILLUMINA\20220520_VPIII_430_480_90_Cultures13_16/14MT2EXPIIIVP460seq20052022_S11_L001_R1_001.fastq.gz,\\fs-group\INF_Forschungen\INF_FL_Labor\0_Karin_lab\NGS\ILLUMINA\20220520_VPIII_430_480_90_Cultures13_16/14MT2EXPIIIVP460seq20052022_S11_L001_R2_001.fastq.gz,2a42ef45-795f-4e4f-9ca2-7c70795bd920,c7d783b3-4886-44c5-bb3d-66d8e847c496,T,NA,TRUE
HIV_passaging,HIV-1,B,virus passaging supernatant,14MT2EXPIIIVP470seq20052022,14,2,III,470,20.05.2022,Illumina MiSeq 2,2x250bp,5,24.01.2022,HIV-1. Full-length,\\fs-group\INF_Forschungen\INF_FL_Labor\0_Karin_lab\NGS\ILLUMINA\20220520_VPIII_430_480_90_Cultures13_16/14MT2EXPIIIVP470seq20052022_S12_L001_R1_001.fastq.gz,\\fs-group\INF_Forschungen\INF_FL_Labor\0_Karin_lab\NGS\ILLUMINA\20220520_VPIII_430_480_90_Cultures13_16/14MT2EXPIIIVP470seq20052022_S12_L001_R2_001.fastq.gz,981c4fca-f4d5-4abf-84fc-746a7d27bb58,c3c1e364-ded0-41dd-a4ed-f875dafb06e4,T,NA,TRUE
HIV_passaging,HIV-1,B,virus passaging supernatant,14MT2EXPIIIVP480seq20052022,14,2,III,480,20.05.2022,Illumina MiSeq 2,2x250bp,6,28.02.2022,HIV-1. Full-length,\\fs-group\INF_Forschungen\INF_FL_Labor\0_Karin_lab\NGS\ILLUMINA\20220520_VPIII_430_480_90_Cultures13_16/14MT2EXPIIIVP480seq20052022_S13_L001_R1_001.fastq.gz,\\fs-group\INF_Forschungen\INF_FL_Labor\0_Karin_lab\NGS\ILLUMINA\20220520_VPIII_430_480_90_Cultures13_16/14MT2EXPIIIVP480seq20052022_S13_L001_R2_001.fastq.gz,8341f776-a93e-4c26-bdf5-549a91a27067,a3d2c1ab-f30a-4185-95e5-8afc8335e055,T,NA,TRUE
HIV_passaging,HIV-1,B,virus passaging supernatant,14MT2EXPIIIVP490seq09092022,14,2,III,490,09.09.2022,Illumina MiSeq 2,2x250bp,1,04.04.2022,HIV-1. Full-length,\\fs-group\INF_Forschungen\INF_FL_Labor\0_Karin_lab\NGS\ILLUMINA\20220909_VPIII_IV_490_510_Cultures13_20/14MT2EXPIIIVP490seq09092022_S4_L001_R1_001.fastq.gz,\\fs-group\INF_Forschungen\INF_FL_Labor\0_Karin_lab\NGS\ILLUMINA\20220909_VPIII_IV_490_510_Cultures13_20/14MT2EXPIIIVP490seq09092022_S4_L001_R2_001.fastq.gz,ba4a59ca-185f-453a-8ca0-d404be974e6d,343d7978-2d59-4489-bc70-d5674629a28a,T,NA,TRUE
HIV_passaging,HIV-1,B,virus passaging supernatant,14MT2EXPIIIVP500seq09092022,14,2,III,500,09.09.2022,Illumina MiSeq 2,2x250bp,2,16.05.2022,HIV-1. Full-length,\\fs-group\INF_Forschungen\INF_FL_Labor\0_Karin_lab\NGS\ILLUMINA\20220909_VPIII_IV_490_510_Cultures13_20/14MT2EXPIIIVP500seq09092022_S5_L001_R1_001.fastq.gz,\\fs-group\INF_Forschungen\INF_FL_Labor\0_Karin_lab\NGS\ILLUMINA\20220909_VPIII_IV_490_510_Cultures13_20/14MT2EXPIIIVP500seq09092022_S5_L001_R2_001.fastq.gz,3540a47c-640c-4ab8-b882-2548b3591976,9c916470-5db9-4719-89e3-905cac769eab,T,NA,TRUE
HIV_passaging,HIV-1,B,virus passaging supernatant,14MT2EXPIIIVP510seq09092022,14,2,III,510,09.09.2022,Illumina MiSeq 2,2x250bp,3,20.06.2022,HIV-1. Full-length,\\fs-group\INF_Forschungen\INF_FL_Labor\0_Karin_lab\NGS\ILLUMINA\20220909_VPIII_IV_490_510_Cultures13_20/14MT2EXPIIIVP510seq09092022_S6_L001_R1_001.fastq.gz,\\fs-group\INF_Forschungen\INF_FL_Labor\0_Karin_lab\NGS\ILLUMINA\20220909_VPIII_IV_490_510_Cultures13_20/14MT2EXPIIIVP510seq09092022_S6_L001_R2_001.fastq.gz,2adb2882-9dc8-41d0-8d50-aad730a0e67f,fd3bebbf-a31d-4c3f-b509-003957d693c2,T,NA,TRUE
HIV_passaging,HIV-1,,Virus Passaging supernatant,14MT2EXPIIIVP520seq13072023,14,2,III,520,13.07.2023,Illumina MiSeq 2,2x250bp,1,25.07.2022,HIV-1. Full-length_amplicon A,\\fs-group\INF_Forschungen\INF_FL_Labor\0_Karin_lab\NGS\ILLUMINA\20230713_VPIII_p520-570_Cultures13_16/14MT2EXPIIIVP520seq13072023_S8_L001_R1_001.fastq.gz,\\fs-group\INF_Forschungen\INF_FL_Labor\0_Karin_lab\NGS\ILLUMINA\20230713_VPIII_p520-570_Cultures13_16/14MT2EXPIIIVP520seq13072023_S8_L001_R2_001.fastq.gz,05455984-4dc0-4f76-a5a3-af15f597e1fc,2845d32e-897f-462e-8b2e-6970904549a2,T,NA,TRUE
HIV_passaging,HIV-1,,Virus Passaging supernatant,14MT2EXPIIIVP530seq13072023,14,2,III,530,13.07.2023,Illumina MiSeq 2,2x250bp,2,29.08.2022,HIV-1. Full-length_amplicon A,\\fs-group\INF_Forschungen\INF_FL_Labor\0_Karin_lab\NGS\ILLUMINA\20230713_VPIII_p520-570_Cultures13_16/14MT2EXPIIIVP530seq13072023_S9_L001_R1_001.fastq.gz,\\fs-group\INF_Forschungen\INF_FL_Labor\0_Karin_lab\NGS\ILLUMINA\20230713_VPIII_p520-570_Cultures13_16/14MT2EXPIIIVP530seq13072023_S9_L001_R2_001.fastq.gz,d03cb6ea-f1b3-4cb2-9644-0e021333d323,c39b21ff-5a91-448f-a9d4-adf7ff51ec17,T,NA,TRUE
HIV_passaging,HIV-1,,Virus Passaging supernatant,14MT2EXPIIIVP540seq13072023,14,2,III,540,13.07.2023,Illumina MiSeq 2,2x250bp,3,03.10.2022,HIV-1. Full-length_amplicon A,\\fs-group\INF_Forschungen\INF_FL_Labor\0_Karin_lab\NGS\ILLUMINA\20230713_VPIII_p520-570_Cultures13_16/14MT2EXPIIIVP540seq13072023_S10_L001_R1_001.fastq.gz,\\fs-group\INF_Forschungen\INF_FL_Labor\0_Karin_lab\NGS\ILLUMINA\20230713_VPIII_p520-570_Cultures13_16/14MT2EXPIIIVP540seq13072023_S10_L001_R2_001.fastq.gz,0562bf40-f391-4163-8715-850886a79769,9b8de38d-ea68-4d74-b3fb-f8808025e0eb,T,NA,TRUE
HIV_passaging,HIV-1,,Virus Passaging supernatant,14MT2EXPIIIVP550seq13072023,14,2,III,550,13.07.2023,Illumina MiSeq 2,2x250bp,4,07.11.2022,HIV-1. Full-length_amplicon A,\\fs-group\INF_Forschungen\INF_FL_Labor\0_Karin_lab\NGS\ILLUMINA\20230713_VPIII_p520-570_Cultures13_16/14MT2EXPIIIVP550seq13072023_S11_L001_R1_001.fastq.gz,\\fs-group\INF_Forschungen\INF_FL_Labor\0_Karin_lab\NGS\ILLUMINA\20230713_VPIII_p520-570_Cultures13_16/14MT2EXPIIIVP550seq13072023_S11_L001_R2_001.fastq.gz,30f8bffa-6dca-4dc1-b1e2-31b3b07680b5,1f708570-b2f5-497b-8268-a1564aba3697,T,NA,TRUE
HIV_passaging,HIV-1,,Virus Passaging supernatant,14MT2EXPIIIVP560seq13072023,14,2,III,560,13.07.2023,Illumina MiSeq 2,2x250bp,5,16.01.2023,HIV-1. Full-length_amplicon A,\\fs-group\INF_Forschungen\INF_FL_Labor\0_Karin_lab\NGS\ILLUMINA\20230713_VPIII_p520-570_Cultures13_16/14MT2EXPIIIVP560seq13072023_S12_L001_R1_001.fastq.gz,\\fs-group\INF_Forschungen\INF_FL_Labor\0_Karin_lab\NGS\ILLUMINA\20230713_VPIII_p520-570_Cultures13_16/14MT2EXPIIIVP560seq13072023_S12_L001_R2_001.fastq.gz,2f97eb46-828f-4a13-8c1b-e3aba0088ecb,326f725c-650b-4daa-9e12-cc2e490394eb,T,NA,TRUE
HIV_passaging,HIV-1,,Virus Passaging supernatant,14MT2EXPIIIVP570seq10102024,14,2,III,570,10.10.2024,Illumina MiSeq 2,,7,20.02.2023,HIV-1. Full-length_amplicon A,\\fs-group\INF_Forschungen\INF_FL_Labor\0_Karin_lab\NGS\ILLUMINA\20241010_Illumina_VPIII13_16_p580_630/14MT2EXPIIIVP570seq10102024_S12_L001_R1_001.fastq.gz,\\fs-group\INF_Forschungen\INF_FL_Labor\0_Karin_lab\NGS\ILLUMINA\20241010_Illumina_VPIII13_16_p580_630/14MT2EXPIIIVP570seq10102024_S12_L001_R2_001.fastq.gz,,,T,NA,TRUE
HIV_passaging,HIV-1,,Virus Passaging supernatant,14MT2EXPIIIVP580seq10102024,14,2,III,580,10.10.2024,Illumina MiSeq 2,,1,27.03.2023,HIV-1. Full-length_amplicon A,\\fs-group\INF_Forschungen\INF_FL_Labor\0_Karin_lab\NGS\ILLUMINA\20241010_Illumina_VPIII13_16_p580_630/14MT2EXPIIIVP580seq10102024_S7_L001_R1_001.fastq.gz,\\fs-group\INF_Forschungen\INF_FL_Labor\0_Karin_lab\NGS\ILLUMINA\20241010_Illumina_VPIII13_16_p580_630/14MT2EXPIIIVP580seq10102024_S7_L001_R2_001.fastq.gz,,,T,NA,TRUE
HIV_passaging,HIV-1,,Virus Passaging supernatant,14MT2EXPIIIVP590seq10102024,14,2,III,590,10.10.2024,Illumina MiSeq 2,,2,01.05.2023,HIV-1. Full-length_amplicon A,\\fs-group\INF_Forschungen\INF_FL_Labor\0_Karin_lab\NGS\ILLUMINA\20241010_Illumina_VPIII13_16_p580_630/14MT2EXPIIIVP590seq10102024_S8_L001_R1_001.fastq.gz,\\fs-group\INF_Forschungen\INF_FL_Labor\0_Karin_lab\NGS\ILLUMINA\20241010_Illumina_VPIII13_16_p580_630/14MT2EXPIIIVP590seq10102024_S8_L001_R2_001.fastq.gz,,,T,NA,TRUE
HIV_passaging,HIV-1,,Virus Passaging supernatant,14MT2EXPIIIVP600seq10102024,14,2,III,600,10.10.2024,Illumina MiSeq 2,,3,12.06.2023,HIV-1. Full-length_amplicon A,\\fs-group\INF_Forschungen\INF_FL_Labor\0_Karin_lab\NGS\ILLUMINA\20241010_Illumina_VPIII13_16_p580_630/14MT2EXPIIIVP600seq10102024_S9_L001_R1_001.fastq.gz,\\fs-group\INF_Forschungen\INF_FL_Labor\0_Karin_lab\NGS\ILLUMINA\20241010_Illumina_VPIII13_16_p580_630/14MT2EXPIIIVP600seq10102024_S9_L001_R2_001.fastq.gz,,,T,NA,TRUE
HIV_passaging,HIV-1,,Virus Passaging supernatant,14MT2EXPIIIVP610seq10102024,14,2,III,610,10.10.2024,Illumina MiSeq 2,,4,17.07.2023,HIV-1. Full-length_amplicon A,\\fs-group\INF_Forschungen\INF_FL_Labor\0_Karin_lab\NGS\ILLUMINA\20241010_Illumina_VPIII13_16_p580_630/14MT2EXPIIIVP610seq10102024_S10_L001_R1_001.fastq.gz,\\fs-group\INF_Forschungen\INF_FL_Labor\0_Karin_lab\NGS\ILLUMINA\20241010_Illumina_VPIII13_16_p580_630/14MT2EXPIIIVP610seq10102024_S10_L001_R2_001.fastq.gz,,,T,NA,TRUE
HIV_passaging,HIV-1,,Virus Passaging supernatant,14MT2EXPIIIVP630seq10102024,14,2,III,630,10.10.2024,Illumina MiSeq 2,,6,25.09.2023,HIV-1. Full-length_amplicon A,\\fs-group\INF_Forschungen\INF_FL_Labor\0_Karin_lab\NGS\ILLUMINA\20241010_Illumina_VPIII13_16_p580_630/14MT2EXPIIIVP630seq10102024_S11_L001_R1_001.fastq.gz,\\fs-group\INF_Forschungen\INF_FL_Labor\0_Karin_lab\NGS\ILLUMINA\20241010_Illumina_VPIII13_16_p580_630/14MT2EXPIIIVP630seq10102024_S11_L001_R2_001.fastq.gz,,,T,NA,TRUE
HIV_passaging,HIV-1,B,virus passaging supernatant,15MT4EXPIIIVP10FullRepseq25052018,15,4,III,10,25.05.2018,Illumina MiSeq 2,2x250bp,1,13.02.2017,HIV-1. Full-length,\\fs-group\INF_Forschungen\INF_FL_Labor\0_Karin_lab\NGS\ILLUMINA\20180525_VPIII_10_60_Sample13_16FullRep\15MT4EXPIIIVP10FullRepseq25052018_S13_L001_R1_001.fastq.gz,\\fs-group\INF_Forschungen\INF_FL_Labor\0_Karin_lab\NGS\ILLUMINA\20180525_VPIII_10_60_Sample13_16FullRep\15MT4EXPIIIVP10FullRepseq25052018_S13_L001_R2_001.fastq.gz,80ca43e0-33a6-4488-a36f-6fbbb5a89146,bea5446f-3bcf-4732-a119-c3842e86e0d6,T,NA,TRUE
HIV_passaging,HIV-1,B,virus passaging supernatant,15MT4EXPIIIVP20FullRepseq25052018,15,4,III,20,25.05.2018,Illumina MiSeq 2,2x250bp,2,20.03.2017,HIV-1. Full-length,\\fs-group\INF_Forschungen\INF_FL_Labor\0_Karin_lab\NGS\ILLUMINA\20180525_VPIII_10_60_Sample13_16FullRep\15MT4EXPIIIVP20FullRepseq25052018_S14_L001_R1_001.fastq.gz,\\fs-group\INF_Forschungen\INF_FL_Labor\0_Karin_lab\NGS\ILLUMINA\20180525_VPIII_10_60_Sample13_16FullRep\15MT4EXPIIIVP20FullRepseq25052018_S14_L001_R2_001.fastq.gz,5f820fef-7148-4390-b441-c49ee7f7baf7,0b19f1a3-fb88-4703-83e7-9e1ee78355e2,T,NA,TRUE
HIV_passaging,HIV-1,B,virus passaging supernatant,15MT4EXPIIIVP30seq08122022,15,4,III,30,08.12.2022,Illumina MiSeq 2,2x250bp,1,24.04.2017,HIV-1. Full-length,\\fs-group\INF_Forschungen\INF_FL_Labor\0_Karin_lab\NGS\ILLUMINA\20221208_VPIII_IV_repetitions/15MT4EXPIIIVP30seq08122022_S6_L001_R1_001.fastq.gz,\\fs-group\INF_Forschungen\INF_FL_Labor\0_Karin_lab\NGS\ILLUMINA\20221208_VPIII_IV_repetitions/15MT4EXPIIIVP30seq08122022_S6_L001_R2_001.fastq.gz,6360e712-ee46-43c8-8e7a-4d73c08dd466,48b04460-ded0-4b39-8ed8-9f56752f02ff,T,NA,TRUE
HIV_passaging,HIV-1,B,virus passaging supernatant,15MT4EXPIIIVP40FullRepseq25052018,15,4,III,40,25.05.2018,Illumina MiSeq 2,2x250bp,4,29.05.2017,HIV-1. Full-length,\\fs-group\INF_Forschungen\INF_FL_Labor\0_Karin_lab\NGS\ILLUMINA\20180525_VPIII_10_60_Sample13_16FullRep\15MT4EXPIIIVP40FullRepseq25052018_S16_L001_R1_001.fastq.gz,\\fs-group\INF_Forschungen\INF_FL_Labor\0_Karin_lab\NGS\ILLUMINA\20180525_VPIII_10_60_Sample13_16FullRep\15MT4EXPIIIVP40FullRepseq25052018_S16_L001_R2_001.fastq.gz,32f533f4-effc-4ed0-8d28-15d9cfdf1858,761caa9a-f93f-4023-b44c-1a2a1245a625,T,NA,TRUE
HIV_passaging,HIV-1,B,virus passaging supernatant,15MT4EXPIIIVP50FullRepseq25052018,15,4,III,50,25.05.2018,Illumina MiSeq 2,2x250bp,5,03.07.2017,HIV-1. Full-length,\\fs-group\INF_Forschungen\INF_FL_Labor\0_Karin_lab\NGS\ILLUMINA\20180525_VPIII_10_60_Sample13_16FullRep\15MT4EXPIIIVP50FullRepseq25052018_S17_L001_R1_001.fastq.gz,\\fs-group\INF_Forschungen\INF_FL_Labor\0_Karin_lab\NGS\ILLUMINA\20180525_VPIII_10_60_Sample13_16FullRep\15MT4EXPIIIVP50FullRepseq25052018_S17_L001_R2_001.fastq.gz,64b669c4-d88f-48c3-8a4b-5b87fade17f9,ab02c552-86a4-4cd7-b3e2-7fe1bfd51f5c,T,NA,TRUE
HIV_passaging,HIV-1,B,virus passaging supernatant,15MT4EXPIIIVP60FullRepseq25052018,15,4,III,60,25.05.2018,Illumina MiSeq 2,2x250bp,6,28.08.2017,HIV-1. Full-length,\\fs-group\INF_Forschungen\INF_FL_Labor\0_Karin_lab\NGS\ILLUMINA\20180525_VPIII_10_60_Sample13_16FullRep\15MT4EXPIIIVP60FullRepseq25052018_S18_L001_R1_001.fastq.gz,\\fs-group\INF_Forschungen\INF_FL_Labor\0_Karin_lab\NGS\ILLUMINA\20180525_VPIII_10_60_Sample13_16FullRep\15MT4EXPIIIVP60FullRepseq25052018_S18_L001_R2_001.fastq.gz,ade25aeb-cb68-4e02-af63-59bff5699728,b3fd96a6-bcf2-4da1-afc6-44072eef858d,T,NA,TRUE
HIV_passaging,HIV-1,B,virus passaging supernatant,15MT4EXPIIIVP70seq07062018,15,4,III,70,07.06.2018,Illumina MiSeq 2,2x250bp,1,02.10.2017,HIV-1. Full-length,\\fs-group\INF_Forschungen\INF_FL_Labor\0_Karin_lab\NGS\ILLUMINA\20180607_VPIII_70_120_Sample13_16\15MT4EXPIIIVP70seq07062018_S13_L001_R1_001.fastq.gz,\\fs-group\INF_Forschungen\INF_FL_Labor\0_Karin_lab\NGS\ILLUMINA\20180607_VPIII_70_120_Sample13_16\15MT4EXPIIIVP70seq07062018_S13_L001_R2_001.fastq.gz,76e79ef8-ca09-400f-b5db-cc760cec56cd,7e52fb71-9866-4ae5-a5c5-4a1e42a3e651,T,NA,TRUE
HIV_passaging,HIV-1,B,virus passaging supernatant,15MT4EXPIIIVP80seq07062018,15,4,III,80,07.06.2018,Illumina MiSeq 2,2x250bp,2,06.11.2017,HIV-1. Full-length,\\fs-group\INF_Forschungen\INF_FL_Labor\0_Karin_lab\NGS\ILLUMINA\20180607_VPIII_70_120_Sample13_16\15MT4EXPIIIVP80seq07062018_S14_L001_R1_001.fastq.gz,\\fs-group\INF_Forschungen\INF_FL_Labor\0_Karin_lab\NGS\ILLUMINA\20180607_VPIII_70_120_Sample13_16\15MT4EXPIIIVP80seq07062018_S14_L001_R2_001.fastq.gz,30697270-3544-49a8-9873-4d402ba1edcf,d8fc757e-be57-4d39-a33d-99fba8861f76,T,NA,TRUE
HIV_passaging,HIV-1,B,virus passaging supernatant,15MT4EXPIIIVP90seq20052022,15,4,III,90,20.05.2022,Illumina MiSeq 2,2x250bp,7,11.12.2017,HIV-1. Full-length,\\fs-group\INF_Forschungen\INF_FL_Labor\0_Karin_lab\NGS\ILLUMINA\20220520_VPIII_430_480_90_Cultures13_16/15MT4EXPIIIVP90seq20052022_S21_L001_R1_001.fastq.gz,\\fs-group\INF_Forschungen\INF_FL_Labor\0_Karin_lab\NGS\ILLUMINA\20220520_VPIII_430_480_90_Cultures13_16/15MT4EXPIIIVP90seq20052022_S21_L001_R2_001.fastq.gz,46d527b5-d3eb-4394-a0c6-00884ed51799,0e6d0bde-ce7c-417c-8359-a651a81e26de,T,NA,TRUE
