project,organism,organism_subtype,sample_source,full_sample_name,virus_line_no,cell_line_no,exp_no,transfer_no,ngs_date,ngs_instrument,ngs_technology,sample_set_no,sample_date,amplicon,forward_name,reverse_name,extra_base_uuid,base_uuid,used,paired_sample,included
HIV_passaging,HIV-1,B,virus passaging supernatant,13MT2EXPIIIVP10FullRepseq25052018,13,2,III,10,25.05.2018,Illumina MiSeq 2,2x250bp,1,13.02.2017,HIV-1. Full-length,\\fs-group\INF_Forschungen\INF_FL_Labor\0_Karin_lab\NGS\ILLUMINA\20180525_VPIII_10_60_Sample13_16FullRep\13MT2EXPIIIVP10FullRepseq25052018_S1_L001_R1_001.fastq.gz,\\fs-group\INF_Forschungen\INF_FL_Labor\0_Karin_lab\NGS\ILLUMINA\20180525_VPIII_10_60_Sample13_16FullRep\13MT2EXPIIIVP10FullRepseq25052018_S1_L001_R2_001.fastq.gz,0eb7aa90-9380-4bcd-80fa-863b0e14c42e,8652f43b-8856-40a6-9636-2dd442c1b020,T,NA,TRUE
HIV_passaging,HIV-1,B,virus passaging supernatant,13MT2EXPIIIVP20FullRepseq25052018,13,2,III,20,25.05.2018,Illumina MiSeq 2,2x250bp,2,20.03.2017,HIV-1. Full-length,\\fs-group\INF_Forschungen\INF_FL_Labor\0_Karin_lab\NGS\ILLUMINA\20180525_VPIII_10_60_Sample13_16FullRep\13MT2EXPIIIVP20FullRepseq25052018_S2_L001_R1_001.fastq.gz,\\fs-group\INF_Forschungen\INF_FL_Labor\0_Karin_lab\NGS\ILLUMINA\20180525_VPIII_10_60_Sample13_16FullRep\13MT2EXPIIIVP20FullRepseq25052018_S2_L001_R2_001.fastq.gz,60e5d6ce-5488-46a4-aa42-e8b3e9a580f8,971b87cd-e38f-4a2c-b69a-20f09920c242,T,NA,TRUE
HIV_passaging,HIV-1,B,virus passaging supernatant,13MT2EXPIIIVP30seq08122022,13,2,III,30,08.12.2022,Illumina MiSeq 2,2x250bp,1,24.04.2017,HIV-1. Full-length,\\fs-group\INF_Forschungen\INF_FL_Labor\0_Karin_lab\NGS\ILLUMINA\20221208_VPIII_IV_repetitions/13MT2EXPIIIVP30seq08122022_S1_L001_R1_001.fastq.gz,\\fs-group\INF_Forschungen\INF_FL_Labor\0_Karin_lab\NGS\ILLUMINA\20221208_VPIII_IV_repetitions/13MT2EXPIIIVP30seq08122022_S1_L001_R2_001.fastq.gz,7da1d6fc-aad8-4532-ab0b-213c7b8765f5,da2ddc25-169e-46ee-8f75-e7e663e0de6b,T,NA,TRUE
HIV_passaging,HIV-1,B,virus passaging supernatant,13MT2EXPIIIVP40FullRepseq25052018,13,2,III,40,25.05.2018,Illumina MiSeq 2,2x250bp,4,29.05.2017,HIV-1. Full-length,\\fs-group\INF_Forschungen\INF_FL_Labor\0_Karin_lab\NGS\ILLUMINA\20180525_VPIII_10_60_Sample13_16FullRep\13MT2EXPIIIVP40FullRepseq25052018_S4_L001_R1_001.fastq.gz,\\fs-group\INF_Forschungen\INF_FL_Labor\0_Karin_lab\NGS\ILLUMINA\20180525_VPIII_10_60_Sample13_16FullRep\13MT2EXPIIIVP40FullRepseq25052018_S4_L001_R2_001.fastq.gz,909a6e32-5eb7-4007-af19-e4778a6b0db1,abf34855-f618-4a4f-a51c-382fca596be7,T,NA,TRUE
HIV_passaging,HIV-1,B,virus passaging supernatant,13MT2EXPIIIVP50FullRepseq25052018,13,2,III,50,25.05.2018,Illumina MiSeq 2,2x250bp,5,03.07.2017,HIV-1. Full-length,\\fs-group\INF_Forschungen\INF_FL_Labor\0_Karin_lab\NGS\ILLUMINA\20180525_VPIII_10_60_Sample13_16FullRep\13MT2EXPIIIVP50FullRepseq25052018_S5_L001_R1_001.fastq.gz,\\fs-group\INF_Forschungen\INF_FL_Labor\0_Karin_lab\NGS\ILLUMINA\20180525_VPIII_10_60_Sample13_16FullRep\13MT2EXPIIIVP50FullRepseq25052018_S5_L001_R2_001.fastq.gz,149c6439-2665-4a90-837f-e822e662ca1c,dffd4373-c2e6-4216-bdf3-a09a494e8c13,T,NA,TRUE
HIV_passaging,HIV-1,B,virus passaging supernatant,13MT2EXPIIIVP60FullRepseq25052018,13,2,III,60,25.05.2018,Illumina MiSeq 2,2x250bp,6,28.08.2017,HIV-1. Full-length,\\fs-group\INF_Forschungen\INF_FL_Labor\0_Karin_lab\NGS\ILLUMINA\20180525_VPIII_10_60_Sample13_16FullRep\13MT2EXPIIIVP60FullRepseq25052018_S6_L001_R1_001.fastq.gz,\\fs-group\INF_Forschungen\INF_FL_Labor\0_Karin_lab\NGS\ILLUMINA\20180525_VPIII_10_60_Sample13_16FullRep\13MT2EXPIIIVP60FullRepseq25052018_S6_L001_R2_001.fastq.gz,7636b891-6329-41bb-a98c-1509cc0d1acb,7e5cc19d-1b4a-4ad3-a556-fd7b93c068c7,T,NA,TRUE
HIV_passaging,HIV-1,B,virus passaging supernatant,13MT2EXPIIIVP70seq07062018,13,2,III,70,07.06.2018,Illumina MiSeq 2,2x250bp,1,02.10.2017,HIV-1. Full-length,\\fs-group\INF_Forschungen\INF_FL_Labor\0_Karin_lab\NGS\ILLUMINA\20180607_VPIII_70_120_Sample13_16\13MT2EXPIIIVP70seq07062018_S1_L001_R1_001.fastq.gz,\\fs-group\INF_Forschungen\INF_FL_Labor\0_Karin_lab\NGS\ILLUMINA\20180607_VPIII_70_120_Sample13_16\13MT2EXPIIIVP70seq07062018_S1_L001_R2_001.fastq.gz,f89fdf19-4882-45d7-aa10-a8273f1e9b73,8cfe8f2c-9f72-43a7-80e5-d77ee541398c,T,NA,TRUE
HIV_passaging,HIV-1,B,virus passaging supernatant,13MT2EXPIIIVP80seq07062018,13,2,III,80,07.06.2018,Illumina MiSeq 2,2x250bp,2,06.11.2017,HIV-1. Full-length,\\fs-group\INF_Forschungen\INF_FL_Labor\0_Karin_lab\NGS\ILLUMINA\20180607_VPIII_70_120_Sample13_16\13MT2EXPIIIVP80seq07062018_S2_L001_R1_001.fastq.gz,\\fs-group\INF_Forschungen\INF_FL_Labor\0_Karin_lab\NGS\ILLUMINA\20180607_VPIII_70_120_Sample13_16\13MT2EXPIIIVP80seq07062018_S2_L001_R2_001.fastq.gz,4adbf589-88f6-4f97-8d45-457606d13a44,82c4d6e6-a638-4645-8720-3948e17c4b38,T,NA,TRUE
HIV_passaging,HIV-1,B,virus passaging supernatant,13MT2EXPIIIVP90seq20052022,13,2,III,90,20.05.2022,Illumina MiSeq 2,2x250bp,7,11.12.2017,HIV-1. Full-length,\\fs-group\INF_Forschungen\INF_FL_Labor\0_Karin_lab\NGS\ILLUMINA\20220520_VPIII_430_480_90_Cultures13_16/13MT2EXPIIIVP90seq20052022_S7_L001_R1_001.fastq.gz,\\fs-group\INF_Forschungen\INF_FL_Labor\0_Karin_lab\NGS\ILLUMINA\20220520_VPIII_430_480_90_Cultures13_16/13MT2EXPIIIVP90seq20052022_S7_L001_R2_001.fastq.gz,cb98b556-a62d-49ea-a68e-f1f8bcab46bc,8b604017-7ead-4176-ab38-fb6e1cdcbff9,T,NA,TRUE
HIV_passaging,HIV-1,B,virus passaging supernatant,13MT2EXPIIIVP100seq07062018,13,2,III,100,07.06.2018,Illumina MiSeq 2,2x250bp,4,05.02.2018,HIV-1. Full-length,\\fs-group\INF_Forschungen\INF_FL_Labor\0_Karin_lab\NGS\ILLUMINA\20180607_VPIII_70_120_Sample13_16\13MT2EXPIIIVP100seq07062018_S4_L001_R1_001.fastq.gz,\\fs-group\INF_Forschungen\INF_FL_Labor\0_Karin_lab\NGS\ILLUMINA\20180607_VPIII_70_120_Sample13_16\13MT2EXPIIIVP100seq07062018_S4_L001_R2_001.fastq.gz,75c70a4f-9863-43e3-b8ba-bf4231eb9dc9,e05470a5-d092-4fa3-ae3f-acc507d5febc,T,NA,TRUE
HIV_passaging,HIV-1,B,virus passaging supernatant,13MT2EXPIIIVP110seq07062018,13,2,III,110,07.06.2018,Illumina MiSeq 2,2x250bp,5,12.03.2018,HIV-1. Full-length,\\fs-group\INF_Forschungen\INF_FL_Labor\0_Karin_lab\NGS\ILLUMINA\20180607_VPIII_70_120_Sample13_16\13MT2EXPIIIVP110seq07062018_S5_L001_R1_001.fastq.gz,\\fs-group\INF_Forschungen\INF_FL_Labor\0_Karin_lab\NGS\ILLUMINA\20180607_VPIII_70_120_Sample13_16\13MT2EXPIIIVP110seq07062018_S5_L001_R2_001.fastq.gz,f93dac69-c2d8-4c29-a512-6709b8b4c649,439f26c8-bc25-4197-bf51-3435d5f84433,T,NA,TRUE
HIV_passaging,HIV-1,B,virus passaging supernatant,13MT2EXPIIIVP120seq07062018,13,2,III,120,07.06.2018,Illumina MiSeq 2,2x250bp,6,16.04.2018,HIV-1. Full-length,\\fs-group\INF_Forschungen\INF_FL_Labor\0_Karin_lab\NGS\ILLUMINA\20180607_VPIII_70_120_Sample13_16\13MT2EXPIIIVP120seq07062018_S6_L001_R1_001.fastq.gz,\\fs-group\INF_Forschungen\INF_FL_Labor\0_Karin_lab\NGS\ILLUMINA\20180607_VPIII_70_120_Sample13_16\13MT2EXPIIIVP120seq07062018_S6_L001_R2_001.fastq.gz,ccba6ccd-38ce-4132-9802-68e0c23a01ee,e9919ad4-37ea-407d-98da-0eed7fc48df6,T,NA,TRUE
HIV_passaging,HIV-1,B,virus passaging supernatant,13MT2EXPIIIVP130seq18042019,13,2,III,130,18.04.2019,Illumina MiSeq 2,2x250bp,1,22.05.2018,HIV-1. Full-length,\\fs-group\INF_Forschungen\INF_FL_Labor\0_Karin_lab\NGS\ILLUMINA\20190418_VPIII_130_180_Cultures13_16\13MT2EXPIIIVP130seq18042019_S1_L001_R1_001.fastq.gz,\\fs-group\INF_Forschungen\INF_FL_Labor\0_Karin_lab\NGS\ILLUMINA\20190418_VPIII_130_180_Cultures13_16\13MT2EXPIIIVP130seq18042019_S1_L001_R2_001.fastq.gz,a92df525-7a0a-4ca9-b355-29a532b20c77,2dd8df48-19cb-4d99-9328-ee03650ed679,T,NA,TRUE
HIV_passaging,HIV-1,B,virus passaging supernatant,13MT2EXPIIIVP140seq18042019,13,2,III,140,18.04.2019,Illumina MiSeq 2,2x250bp,2,25.06.2018,HIV-1. Full-length,\\fs-group\INF_Forschungen\INF_FL_Labor\0_Karin_lab\NGS\ILLUMINA\20190418_VPIII_130_180_Cultures13_16\13MT2EXPIIIVP140seq18042019_S2_L001_R1_001.fastq.gz,\\fs-group\INF_Forschungen\INF_FL_Labor\0_Karin_lab\NGS\ILLUMINA\20190418_VPIII_130_180_Cultures13_16\13MT2EXPIIIVP140seq18042019_S2_L001_R2_001.fastq.gz,2f58a4e9-94b3-4ac3-8035-da8546097e58,8cf699f9-dc37-43c0-b19b-fc5ea263b6df,T,NA,TRUE
HIV_passaging,HIV-1,B,virus passaging supernatant,13MT2EXPIIIVP150seq18042019,13,2,III,150,18.04.2019,Illumina MiSeq 2,2x250bp,3,30.07.2018,HIV-1. Full-length,\\fs-group\INF_Forschungen\INF_FL_Labor\0_Karin_lab\NGS\ILLUMINA\20190418_VPIII_130_180_Cultures13_16\13MT2EXPIIIVP150seq18042019_S3_L001_R1_001.fastq.gz,\\fs-group\INF_Forschungen\INF_FL_Labor\0_Karin_lab\NGS\ILLUMINA\20190418_VPIII_130_180_Cultures13_16\13MT2EXPIIIVP150seq18042019_S3_L001_R2_001.fastq.gz,0b38d86b-a54e-4d5c-9b8e-026f81ef090a,4d84c1ae-f24c-4fcc-9faf-b1932fddd651,T,NA,TRUE
HIV_passaging,HIV-1,B,virus passaging supernatant,13MT2EXPIIIVP160seq18042019,13,2,III,160,18.04.2019,Illumina MiSeq 2,2x250bp,4,03.09.2018,HIV-1. Full-length,\\fs-group\INF_Forschungen\INF_FL_Labor\0_Karin_lab\NGS\ILLUMINA\20190418_VPIII_130_180_Cultures13_16\13MT2EXPIIIVP160seq18042019_S4_L001_R1_001.fastq.gz,\\fs-group\INF_Forschungen\INF_FL_Labor\0_Karin_lab\NGS\ILLUMINA\20190418_VPIII_130_180_Cultures13_16\13MT2EXPIIIVP160seq18042019_S4_L001_R2_001.fastq.gz,4f7be670-42f3-46c8-8e10-c16779b5b49f,5be99f95-6463-47cd-a341-53343730e8eb,T,NA,TRUE
HIV_passaging,HIV-1,B,virus passaging supernatant,13MT2EXPIIIVP170seq18042019,13,2,III,170,18.04.2019,Illumina MiSeq 2,2x250bp,5,08.10.2018,HIV-1. Full-length,\\fs-group\INF_Forschungen\INF_FL_Labor\0_Karin_lab\NGS\ILLUMINA\20190418_VPIII_130_180_Cultures13_16\13MT2EXPIIIVP170seq18042019_S5_L001_R1_001.fastq.gz,\\fs-group\INF_Forschungen\INF_FL_Labor\0_Karin_lab\NGS\ILLUMINA\20190418_VPIII_130_180_Cultures13_16\13MT2EXPIIIVP170seq18042019_S5_L001_R2_001.fastq.gz,b512f628-0c4b-42b5-a420-f47605cfa3e5,03d0264d-1601-4e91-ae32-a095fc4d5fab,T,NA,TRUE
HIV_passaging,HIV-1,B,virus passaging supernatant,13MT2EXPIIIVP180seq18042019,13,2,III,180,18.04.2019,Illumina MiSeq 2,2x250bp,6,12.11.2018,HIV-1. Full-length,\\fs-group\INF_Forschungen\INF_FL_Labor\0_Karin_lab\NGS\ILLUMINA\20190418_VPIII_130_180_Cultures13_16\13MT2EXPIIIVP180seq18042019_S6_L001_R1_001.fastq.gz,\\fs-group\INF_Forschungen\INF_FL_Labor\0_Karin_lab\NGS\ILLUMINA\20190418_VPIII_130_180_Cultures13_16\13MT2EXPIIIVP180seq18042019_S6_L001_R2_001.fastq.gz,5f40ee5d-abfd-44e3-b6d3-ffb3d1eb550b,842b25d6-b6c3-4a48-b8d5-004ad3ee6b2f,T,NA,TRUE
HIV_passaging,HIV-1,B,virus passaging supernatant,13MT2EXPIIIVP190seq10102019,13,2,III,190,10.10.2019,Illumina MiSeq 2,2x250bp,1,17.12.2018,HIV-1. Full-length,\\fs-group\INF_Forschungen\INF_FL_Labor\0_Karin_lab\NGS\ILLUMINA\20191010_VPIII_190_240_Cultures13_16\13MT2EXPIIIVP190seq10102019_S1_L001_R1_001.fastq.gz,\\fs-group\INF_Forschungen\INF_FL_Labor\0_Karin_lab\NGS\ILLUMINA\20191010_VPIII_190_240_Cultures13_16\13MT2EXPIIIVP190seq10102019_S1_L001_R2_001.fastq.gz,fa2357cf-7c80-4698-bde2-e928e7ee992f,9624ef64-26d9-47fc-bb1f-66c9608a195e,T,NA,TRUE
HIV_passaging,HIV-1,B,virus passaging supernatant,13MT2EXPIIIVP200seq10102019,13,2,III,200,10.10.2019,Illumina MiSeq 2,2x250bp,2,25.03.2019,HIV-1. Full-length,\\fs-group\INF_Forschungen\INF_FL_Labor\0_Karin_lab\NGS\ILLUMINA\20191010_VPIII_190_240_Cultures13_16\13MT2EXPIIIVP200seq10102019_S2_L001_R1_001.fastq.gz,\\fs-group\INF_Forschungen\INF_FL_Labor\0_Karin_lab\NGS\ILLUMINA\20191010_VPIII_190_240_Cultures13_16\13MT2EXPIIIVP200seq10102019_S2_L001_R2_001.fastq.gz,34a058bf-a524-4270-bac3-ce25f2e41a27,e511bdb4-fc07-4970-91ea-a9680e5c9f4f,T,NA,TRUE
HIV_passaging,HIV-1,B,virus passaging supernatant,13MT2EXPIIIVP210seq10102019,13,2,III,210,10.10.2019,Illumina MiSeq 2,2x250bp,3,29.04.2019,HIV-1. Full-length,\\fs-group\INF_Forschungen\INF_FL_Labor\0_Karin_lab\NGS\ILLUMINA\20191010_VPIII_190_240_Cultures13_16\13MT2EXPIIIVP210seq10102019_S3_L001_R1_001.fastq.gz,\\fs-group\INF_Forschungen\INF_FL_Labor\0_Karin_lab\NGS\ILLUMINA\20191010_VPIII_190_240_Cultures13_16\13MT2EXPIIIVP210seq10102019_S3_L001_R2_001.fastq.gz,1c7a2d17-e31e-43fb-9f02-d44f749b6c66,2d6c8a4e-2aec-4e5d-bcf7-6da659de61c0,T,NA,TRUE
HIV_passaging,HIV-1,B,virus passaging supernatant,13MT2EXPIIIVP220seq10102019,13,2,III,220,10.10.2019,Illumina MiSeq 2,2x250bp,4,03.06.2019,HIV-1. Full-length,\\fs-group\INF_Forschungen\INF_FL_Labor\0_Karin_lab\NGS\ILLUMINA\20191010_VPIII_190_240_Cultures13_16\13MT2EXPIIIVP220seq10102019_S4_L001_R1_001.fastq.gz,\\fs-group\INF_Forschungen\INF_FL_Labor\0_Karin_lab\NGS\ILLUMINA\20191010_VPIII_190_240_Cultures13_16\13MT2EXPIIIVP220seq10102019_S4_L001_R2_001.fastq.gz,9837f0af-56d9-408a-b6fb-44e7345a5abe,3f3836c9-a59f-4f83-b654-3707cfdbb423,T,NA,TRUE
HIV_passaging,HIV-1,B,virus passaging supernatant,13MT2EXPIIIVP230seq10102019,13,2,III,230,10.10.2019,Illumina MiSeq 2,2x250bp,5,15.07.2019,HIV-1. Full-length,\\fs-group\INF_Forschungen\INF_FL_Labor\0_Karin_lab\NGS\ILLUMINA\20191010_VPIII_190_240_Cultures13_16\13MT2EXPIIIVP230seq10102019_S5_L001_R1_001.fastq.gz,\\fs-group\INF_Forschungen\INF_FL_Labor\0_Karin_lab\NGS\ILLUMINA\20191010_VPIII_190_240_Cultures13_16\13MT2EXPIIIVP230seq10102019_S5_L001_R2_001.fastq.gz,46590171-5413-450c-89db-fe76c300b82a,209bb65c-11ef-419d-a779-bcb546b8524a,T,NA,TRUE
HIV_passaging,HIV-1,B,virus passaging supernatant,13MT2EXPIIIVP240seq10102019,13,2,III,240,10.10.2019,Illumina MiSeq 2,2x250bp,6,19.08.2019,HIV-1. Full-length,\\fs-group\INF_Forschungen\INF_FL_Labor\0_Karin_lab\NGS\ILLUMINA\20191010_VPIII_190_240_Cultures13_16\13MT2EXPIIIVP240seq10102019_S6_L001_R1_001.fastq.gz,\\fs-group\INF_Forschungen\INF_FL_Labor\0_Karin_lab\NGS\ILLUMINA\20191010_VPIII_190_240_Cultures13_16\13MT2EXPIIIVP240seq10102019_S6_L001_R2_001.fastq.gz,0a124ce0-1b86-45a9-8d09-33d2fc023bcd,2f740b42-4ae0-487b-9d3d-6b89eea0625e,T,NA,TRUE
HIV_passaging,HIV-1,B,virus passaging supernatant,13MT2EXPIIIVP250seq20082020-CL,13,2,III,250,20.08.2020,Illumina MiSeq 2,2x250bp,1,23.09.2019,HIV-1. Full-length,\\fs-group\INF_Forschungen\INF_FL_Labor\0_Karin_lab\NGS\ILLUMINA\20200820_VPIII_250_300_Cultures13_16/13MT2EXPIIIVP250seq20082020-CL_S1_L001_R1_001.fastq.gz,\\fs-group\INF_Forschungen\INF_FL_Labor\0_Karin_lab\NGS\ILLUMINA\20200820_VPIII_250_300_Cultures13_16/13MT2EXPIIIVP250seq20082020-CL_S1_L001_R2_001.fastq.gz,6bd72e41-70f9-41fa-85ca-8bd647492919,edaef5fa-7743-4b85-8f70-7e5288fc4604,T,NA,TRUE
HIV_passaging,HIV-1,B,virus passaging supernatant,13MT2EXPIIIVP260seq20082020-CL,13,2,III,260,20.08.2020,Illumina MiSeq 2,2x250bp,2,28.10.2019,HIV-1. Full-length,\\fs-group\INF_Forschungen\INF_FL_Labor\0_Karin_lab\NGS\ILLUMINA\20200820_VPIII_250_300_Cultures13_16/13MT2EXPIIIVP260seq20082020-CL_S2_L001_R1_001.fastq.gz,\\fs-group\INF_Forschungen\INF_FL_Labor\0_Karin_lab\NGS\ILLUMINA\20200820_VPIII_250_300_Cultures13_16/13MT2EXPIIIVP260seq20082020-CL_S2_L001_R2_001.fastq.gz,bd6b5a7c-3e58-40e7-8bdb-bc027eca33b2,9b5a6455-c9f7-4572-a6c9-f86a78c80c5c,T,NA,TRUE
HIV_passaging,HIV-1,B,virus passaging supernatant,13MT2EXPIIIVP270seq20082020-CL,13,2,III,270,20.08.2020,Illumina MiSeq 2,2x250bp,3,02.12.2019,HIV-1. Full-length,\\fs-group\INF_Forschungen\INF_FL_Labor\0_Karin_lab\NGS\ILLUMINA\20200820_VPIII_250_300_Cultures13_16/13MT2EXPIIIVP270seq20082020-CL_S3_L001_R1_001.fastq.gz,\\fs-group\INF_Forschungen\INF_FL_Labor\0_Karin_lab\NGS\ILLUMINA\20200820_VPIII_250_300_Cultures13_16/13MT2EXPIIIVP270seq20082020-CL_S3_L001_R2_001.fastq.gz,9efe29cb-dac3-473b-b30f-af08de3083e9,c3ca4d66-30a4-4b3f-af81-7188a855e80a,T,NA,TRUE
HIV_passaging,HIV-1,B,virus passaging supernatant,13MT2EXPIIIVP280seq20082020-CL,13,2,III,280,20.08.2020,Illumina MiSeq 2,2x250bp,4,06.01.2020,HIV-1. Full-length,\\fs-group\INF_Forschungen\INF_FL_Labor\0_Karin_lab\NGS\ILLUMINA\20200820_VPIII_250_300_Cultures13_16/13MT2EXPIIIVP280seq20082020-CL_S4_L001_R1_001.fastq.gz,\\fs-group\INF_Forschungen\INF_FL_Labor\0_Karin_lab\NGS\ILLUMINA\20200820_VPIII_250_300_Cultures13_16/13MT2EXPIIIVP280seq20082020-CL_S4_L001_R2_001.fastq.gz,cd720222-a8be-473b-9ecf-719c18878305,2e0959ad-9b47-49cf-b2ae-8c5ca45d1ca3,T,NA,TRUE
HIV_passaging,HIV-1,B,virus passaging supernatant,13MT2EXPIIIVP290seq20082020-CL,13,2,III,290,20.08.2020,Illumina MiSeq 2,2x250bp,5,17.02.2020,HIV-1. Full-length,\\fs-group\INF_Forschungen\INF_FL_Labor\0_Karin_lab\NGS\ILLUMINA\20200820_VPIII_250_300_Cultures13_16/13MT2EXPIIIVP290seq20082020-CL_S5_L001_R1_001.fastq.gz,\\fs-group\INF_Forschungen\INF_FL_Labor\0_Karin_lab\NGS\ILLUMINA\20200820_VPIII_250_300_Cultures13_16/13MT2EXPIIIVP290seq20082020-CL_S5_L001_R2_001.fastq.gz,aa2a7bf7-2edb-4cbb-a9fe-e99df91982ce,51598c2b-8779-4a85-b90c-b6a2ba097ced,T,NA,TRUE
HIV_passaging,HIV-1,B,virus passaging supernatant,13MT2EXPIIIVP300seq20082020-CL,13,2,III,300,20.08.2020,Illumina MiSeq 2,2x250bp,6,23.03.2020,HIV-1. Full-length,\\fs-group\INF_Forschungen\INF_FL_Labor\0_Karin_lab\NGS\ILLUMINA\20200820_VPIII_250_300_Cultures13_16/13MT2EXPIIIVP300seq20082020-CL_S6_L001_R1_001.fastq.gz,\\fs-group\INF_Forschungen\INF_FL_Labor\0_Karin_lab\NGS\ILLUMINA\20200820_VPIII_250_300_Cultures13_16/13MT2EXPIIIVP300seq20082020-CL_S6_L001_R2_001.fastq.gz,71661574-3063-456e-bda3-9b9f8d2ff212,92627fa9-b9d2-427e-aed5-e442ed040b3a,T,NA,TRUE
HIV_passaging,HIV-1,B,virus passaging supernatant,13MT2EXPIIIVP310seq15102020,13,2,III,310,15.10.2020,Illumina MiSeq 2,2x250bp,1,13.07.2020,HIV-1. Full-length,\\fs-group\INF_Forschungen\INF_FL_Labor\0_Karin_lab\NGS\ILLUMINA\20201015_VPIII_IV_310_330_Cultures13_20/13MT2EXPIIIVP310seq15102020_S1_L001_R1_001.fastq.gz,\\fs-group\INF_Forschungen\INF_FL_Labor\0_Karin_lab\NGS\ILLUMINA\20201015_VPIII_IV_310_330_Cultures13_20/13MT2EXPIIIVP310seq15102020_S1_L001_R2_001.fastq.gz,76f1d2d9-5556-4037-a630-33a0e863d7b5,5c3e319c-30c7-4d26-8610-56f8cf9ca433,T,NA,TRUE
HIV_passaging,HIV-1,B,virus passaging supernatant,13MT2EXPIIIVP320seq15102020,13,2,III,320,15.10.2020,Illumina MiSeq 2,2x250bp,2,17.08.2020,HIV-1. Full-length,\\fs-group\INF_Forschungen\INF_FL_Labor\0_Karin_lab\NGS\ILLUMINA\20201015_VPIII_IV_310_330_Cultures13_20/13MT2EXPIIIVP320seq15102020_S2_L001_R1_001.fastq.gz,\\fs-group\INF_Forschungen\INF_FL_Labor\0_Karin_lab\NGS\ILLUMINA\20201015_VPIII_IV_310_330_Cultures13_20/13MT2EXPIIIVP320seq15102020_S2_L001_R2_001.fastq.gz,225b4c73-e25c-46b1-b515-d7ea1df151cd,58a48bce-9173-4593-854d-ae67bbf9827c,T,NA,TRUE
HIV_passaging,HIV-1,B,virus passaging supernatant,13MT2EXPIIIVP330seq15102020,13,2,III,330,15.10.2020,Illumina MiSeq 2,2x250bp,3,21.09.2020,HIV-1. Full-length,\\fs-group\INF_Forschungen\INF_FL_Labor\0_Karin_lab\NGS\ILLUMINA\20201015_VPIII_IV_310_330_Cultures13_20/13MT2EXPIIIVP330seq15102020_S3_L001_R1_001.fastq.gz,\\fs-group\INF_Forschungen\INF_FL_Labor\0_Karin_lab\NGS\ILLUMINA\20201015_VPIII_IV_310_330_Cultures13_20/13MT2EXPIIIVP330seq15102020_S3_L001_R2_001.fastq.gz,649ea3b6-d468-451c-a3d7-33d527017d4f,671a4481-1230-40b7-bb13-9dba71f324f4,T,NA,TRUE
HIV_passaging,HIV-1,B,virus passaging supernatant,13MT2EXPIIIVP340seq18062021,13,2,III,340,18.06.2021,Illumina MiSeq 2,2x250bp,1,26.10.2020,HIV-1. Full-length,\\fs-group\INF_Forschungen\INF_FL_Labor\0_Karin_lab\NGS\ILLUMINA\20210618_VPIII_340_390_Cultures13_16/13MT2EXPIIIVP340seq18062021_S1_L001_R1_001.fastq.gz,\\fs-group\INF_Forschungen\INF_FL_Labor\0_Karin_lab\NGS\ILLUMINA\20210618_VPIII_340_390_Cultures13_16/13MT2EXPIIIVP340seq18062021_S1_L001_R2_001.fastq.gz,9dd802f6-2d25-45b3-bd63-a196e42b6bcf,e234f6b9-4acd-4227-b111-ee77eb087bc9,T,NA,TRUE
HIV_passaging,HIV-1,B,virus passaging supernatant,13MT2EXPIIIVP350seq18062021,13,2,III,350,18.06.2021,Illumina MiSeq 2,2x250bp,2,30.11.2020,HIV-1. Full-length,\\fs-group\INF_Forschungen\INF_FL_Labor\0_Karin_lab\NGS\ILLUMINA\20210618_VPIII_340_390_Cultures13_16/13MT2EXPIIIVP350seq18062021_S2_L001_R1_001.fastq.gz,\\fs-group\INF_Forschungen\INF_FL_Labor\0_Karin_lab\NGS\ILLUMINA\20210618_VPIII_340_390_Cultures13_16/13MT2EXPIIIVP350seq18062021_S2_L001_R2_001.fastq.gz,8972fcf7-f1ee-4985-ae73-108e8655fe1a,2ee8f8a2-63c9-4485-9c8d-bbc62d811412,T,NA,TRUE
HIV_passaging,HIV-1,B,virus passaging supernatant,13MT2EXPIIIVP360seq18062021,13,2,III,360,18.06.2021,Illumina MiSeq 2,2x250bp,3,04.01.2021,HIV-1. Full-length,\\fs-group\INF_Forschungen\INF_FL_Labor\0_Karin_lab\NGS\ILLUMINA\20210618_VPIII_340_390_Cultures13_16/13MT2EXPIIIVP360seq18062021_S3_L001_R1_001.fastq.gz,\\fs-group\INF_Forschungen\INF_FL_Labor\0_Karin_lab\NGS\ILLUMINA\20210618_VPIII_340_390_Cultures13_16/13MT2EXPIIIVP360seq18062021_S3_L001_R2_001.fastq.gz,d775176c-299d-4901-9ffc-ffc56e06c65e,167d67a1-51c5-4888-a841-dddc1ce4b9b1,T,NA,TRUE
